time,000001.OF,000011.OF,000021.OF,000020.OF,000039.OF,000017.OF,000029.OF,000030.OF,000126.OF,000057.OF,000066.OF,000083.OF,000073.OF,000082.OF,000117.OF,000136.OF,000120.OF,000056.OF,000173.OF,000127.OF,000264.OF,000209.OF,000172.OF,000242.OF,000220.OF,000251.OF,000167.OF,000263.OF,000294.OF,000199.OF
20150603,10.45727344,26.79023904,5.68011825,2.592,3.2825,4.1062,2.208,1.967,1.453,2.415,1.707,3.819,2.34,2.39,2.539,3.008,2.3941,2.125,3.633,2.4625,1.5564,2.932,2.6681,2.0564,3.412,3.251,2.804,4.289,2.562,1.705
20150604,10.34140338,26.4165812,5.63280107,2.569,3.223,3.996,2.1886,1.962,1.451,2.384,1.709,3.738,2.285,2.39,2.491,2.966,2.359,2.098,3.568,2.4424,1.5302,2.885,2.6868,2.021,3.397,3.273,2.779,4.3,2.553,1.683
20150605,10.37037089,26.59655401,5.6307438,2.576,3.1812,3.9444,2.194,1.965,1.455,2.381,1.704,3.767,2.253,2.416,2.485,2.954,2.3228,2.106,3.587,2.4273,1.5477,2.914,2.7279,2.0281,3.412,3.287,2.733,4.227,2.538,1.694
20150608,10.12897492,26.29831335,5.46821959,2.51,3.0515,3.7851,2.1172,1.939,1.453,2.328,1.653,3.601,2.172,2.401,2.365,2.848,2.2349,2.061,3.443,2.374,1.525,2.835,2.7864,1.9726,3.322,3.332,2.592,4.044,2.441,1.652
20150609,10.01793278,26.25889073,5.42913149,2.51,3.0266,3.7875,2.128,1.908,1.459,2.309,1.643,3.562,2.177,2.39,2.349,2.805,2.2142,2.056,3.425,2.3684,1.5171,2.831,2.7553,1.9655,3.199,3.281,2.561,4.06,2.455,1.657
20150610,10.21104955,26.67711327,5.51759404,2.569,3.0969,3.948,2.2037,1.935,1.465,2.382,1.659,3.646,2.238,2.416,2.437,2.902,2.2876,2.113,3.491,2.4153,1.5451,2.913,2.7553,2.008,3.214,3.306,2.653,4.189,2.535,1.716
20150611,10.23518915,26.98221004,5.58342663,2.606,3.1288,4.0451,2.2448,1.939,1.476,2.399,1.668,3.684,2.261,2.432,2.466,2.931,2.3083,2.149,3.544,2.4362,1.5669,2.968,2.7578,2.0281,3.302,3.337,2.693,4.263,2.537,1.746
20150612,10.41382217,27.05248514,5.66777463,2.665,3.1697,4.0858,2.2707,1.94,1.485,2.429,1.672,3.742,2.271,2.463,2.477,2.977,2.3476,2.181,3.614,2.462,1.6071,3.021,2.7839,2.0612,3.314,3.36,2.721,4.347,2.562,1.78
20150615,10.18690996,26.65654495,5.45793325,2.607,3.1241,3.99,2.2091,1.912,1.478,2.34,1.663,3.636,2.224,2.405,2.359,2.923,2.2876,2.14,3.511,2.3906,1.5923,2.96,2.7341,2.0069,3.184,3.265,2.606,4.194,2.462,1.733
20150616,9.79102056,25.7069741,5.25632094,2.52,2.9852,3.8246,2.1162,1.885,1.46,2.233,1.64,3.518,2.119,2.33,2.232,2.785,2.1956,2.048,3.378,2.3115,1.5372,2.839,2.6544,1.9195,3.071,3.153,2.493,3.95,2.36,1.654
20150617,10.01793278,26.22803825,5.37975705,2.56,3.0531,3.9193,2.1594,1.91,1.462,2.287,1.651,3.614,2.157,2.363,2.317,2.856,2.2483,2.071,3.43,2.3814,1.5486,2.917,2.6893,1.9301,3.094,3.196,2.552,3.961,2.424,1.687
20150618,9.74756929,25.47900853,5.15140025,2.481,2.8855,3.7144,2.0654,1.887,1.436,2.182,1.615,3.511,2.051,2.281,2.201,2.718,2.1428,2.018,3.303,2.249,1.4953,2.799,2.6033,1.8321,3.015,3.074,2.428,3.784,2.312,1.633
20150619,9.27926111,24.01865769,4.8674972,2.305,2.7248,3.5814,1.9724,1.85,1.404,2.042,1.577,3.387,1.937,2.155,2.086,2.561,2.0094,1.915,3.164,2.1291,1.4192,2.633,2.4588,1.7306,2.923,2.906,2.267,3.538,2.224,1.542
20150623,9.29857278,23.96038078,4.98887604,2.311,2.7062,3.591,1.9724,1.844,1.412,2.099,1.578,3.411,1.965,2.2,2.107,2.581,2.0477,1.92,3.186,2.1625,1.4437,2.668,2.5398,1.7554,2.956,2.974,2.27,3.535,2.231,1.54
20150624,9.37099157,23.90210387,5.04853683,2.363,2.7047,3.5634,1.9875,1.846,1.424,2.138,1.576,3.397,1.996,2.234,2.122,2.575,2.0601,1.957,3.187,2.15,1.4455,2.715,2.6021,1.7755,2.999,3.004,2.295,3.559,2.246,1.56
20150625,9.01855346,22.76399006,4.81812276,2.259,2.5561,3.428,1.9486,1.829,1.402,2.043,1.529,3.272,1.899,2.15,1.992,2.433,1.9463,1.904,3.079,2.0108,1.393,2.593,2.5348,1.7082,2.951,2.915,2.171,3.384,2.152,1.501
20150626,8.45851481,21.08595782,4.40872633,2.076,2.3359,3.1908,1.8741,1.806,1.357,1.864,1.481,3.079,1.738,1.991,1.826,2.244,1.7674,1.795,2.944,1.8423,1.2864,2.37,2.3555,1.5949,2.711,2.68,1.985,3.062,1.963,1.394
20150629,8.0095183,19.77986939,4.12482328,1.935,2.1444,2.9368,1.7908,1.787,1.327,1.725,1.435,2.851,1.639,1.896,1.684,2.103,1.6092,1.716,2.807,1.6802,1.2401,2.173,2.3081,1.5028,2.447,2.605,1.833,2.826,1.807,1.305
20150630,8.26057011,20.81342755,4.3387792,2.011,2.2726,3.0434,1.8622,1.802,1.355,1.841,1.459,2.873,1.697,2.013,1.729,2.235,1.7085,1.797,2.77,1.8053,1.2881,2.284,2.4289,1.563,2.526,2.757,1.911,3.026,1.873,1.375
20150701,7.87916448,19.96841234,4.10013606,1.94,2.1432,2.8589,1.7984,1.791,1.332,1.749,1.43,2.731,1.607,1.922,1.64,2.149,1.6071,1.732,2.647,1.7106,1.2147,2.136,2.3168,1.5051,2.366,2.64,1.813,2.838,1.776,1.304
20150702,7.45913549,19.31879618,3.8429775,1.863,1.9958,2.6815,1.7195,1.774,1.299,1.664,1.402,2.548,1.508,1.831,1.537,2.012,1.5037,1.662,2.427,1.6276,1.1483,1.978,2.2309,1.4567,2.27,2.572,1.689,2.622,1.666,1.221
20150703,7.13083697,18.7514533,3.66605241,1.791,1.9071,2.5318,1.6439,1.764,1.269,1.583,1.377,2.375,1.421,1.731,1.445,1.923,1.4179,1.595,2.276,1.5764,1.0819,1.841,2.1101,1.3894,2.212,2.452,1.589,2.427,1.58,1.148
20150706,6.96668771,18.2081068,3.55290265,1.739,1.7785,2.4024,1.6201,1.761,1.267,1.537,1.364,2.237,1.368,1.734,1.404,1.886,1.3537,1.584,2.123,1.4961,1.0592,1.745,2.1661,1.367,2.057,2.499,1.518,2.305,1.512,1.088
20150707,6.68184046,17.34252326,3.35540487,1.667,1.6549,2.2969,1.5531,1.751,1.24,1.428,1.354,2.067,1.29,1.662,1.336,1.755,1.2689,1.537,1.964,1.3795,1.0347,1.636,2.0939,1.3458,1.929,2.46,1.425,2.154,1.418,1.019
20150708,6.55631456,16.9551532,3.21345335,1.62,1.6117,2.2634,1.512,1.742,1.226,1.379,1.346,1.951,1.219,1.58,1.3,1.691,1.2234,1.487,1.821,1.3436,0.9832,1.574,1.9295,1.3092,1.834,2.29,1.366,2.054,1.369,0.989
20150709,6.74460342,17.65619017,3.36980575,1.703,1.682,2.2658,1.5174,1.76,1.248,1.424,1.354,2.025,1.262,1.665,1.356,1.745,1.2658,1.517,1.903,1.3778,1.0426,1.591,2.0739,1.3316,1.98,2.424,1.399,2.158,1.355,1.029
20150710,6.95703187,18.75316733,3.55495992,1.792,1.769,2.2909,1.5455,1.807,1.271,1.499,1.352,2.116,1.329,1.753,1.413,1.812,1.3165,1.561,2.035,1.4557,1.095,1.67,2.2097,1.3835,2.109,2.545,1.452,2.27,1.4,1.074
20150713,7.22739536,19.83643227,3.79360306,1.876,1.8956,2.3377,1.592,1.854,1.308,1.628,1.395,2.254,1.418,1.833,1.478,1.956,1.4137,1.615,2.182,1.5704,1.1343,1.768,2.2894,1.4449,2.2,2.613,1.54,2.389,1.488,1.146
20150714,7.41085629,20.074682,3.8820656,1.892,1.9253,2.3808,1.5941,1.84,1.319,1.683,1.41,2.344,1.469,1.841,1.486,2.018,1.4727,1.645,2.252,1.6196,1.1317,1.836,2.2359,1.4591,2.229,2.62,1.577,2.435,1.553,1.19
20150715,7.16946032,18.96570665,3.67016695,1.793,1.8129,2.3389,1.5552,1.799,1.287,1.591,1.388,2.214,1.369,1.775,1.424,1.907,1.3879,1.604,2.097,1.512,1.0531,1.771,2.1449,1.4154,2.154,2.515,1.516,2.319,1.473,1.129
20150716,7.22739536,19.23138081,3.72777047,1.837,1.8202,2.3461,1.565,1.813,1.292,1.607,1.384,2.242,1.376,1.791,1.453,1.938,1.3899,1.604,2.1,1.5146,1.0609,1.828,2.1773,1.4213,2.16,2.535,1.52,2.368,1.483,1.135
20150717,7.488103,20.26151092,3.95407,1.922,1.9316,2.412,1.5974,1.856,1.313,1.708,1.403,2.386,1.454,1.861,1.519,2.033,1.4644,1.655,2.256,1.628,1.1204,1.948,2.2658,1.4603,2.233,2.641,1.581,2.519,1.579,1.204
20150720,7.61362891,20.6437389,4.06310523,1.942,2.0109,2.4707,1.6287,1.856,1.325,1.765,1.421,2.463,1.491,1.88,1.539,2.095,1.5027,1.677,2.355,1.6913,1.1553,2.025,2.2708,1.4744,2.263,2.658,1.615,2.625,1.644,1.245
20150721,7.73432689,20.91112708,4.14539597,1.955,2.1125,2.515,1.673,1.859,1.336,1.822,1.438,2.552,1.526,1.9,1.573,2.132,1.544,1.698,2.433,1.7231,1.1929,2.05,2.2732,1.4839,2.295,2.663,1.654,2.679,1.694,1.278
20150722,7.76812233,21.04996325,4.23180124,1.964,2.1882,2.5402,1.6957,1.861,1.342,1.836,1.457,2.582,1.562,1.904,1.585,2.173,1.574,1.718,2.467,1.7256,1.2077,2.057,2.2732,1.4851,2.352,2.678,1.679,2.734,1.73,1.312
20150723,7.95641119,21.59502378,4.3387792,2.03,2.2586,2.618,1.7465,1.881,1.353,1.889,1.469,2.652,1.601,1.953,1.624,2.227,1.6175,1.75,2.536,1.7771,1.2523,2.129,2.3343,1.5028,2.414,2.747,1.723,2.81,1.797,1.346
20150724,7.86468072,21.18194332,4.28529022,2.003,2.2363,2.6336,1.7325,1.867,1.344,1.879,1.463,2.622,1.575,1.925,1.603,2.189,1.5957,1.72,2.54,1.7387,1.2549,2.1,2.2919,1.4922,2.358,2.717,1.714,2.772,1.761,1.34
20150727,7.45913549,19.5056251,3.96229907,1.839,2.098,2.4934,1.6071,1.813,1.311,1.743,1.437,2.43,1.457,1.785,1.491,2.039,1.4892,1.622,2.326,1.5983,1.1457,1.936,2.0914,1.439,2.213,2.502,1.596,2.537,1.646,1.26
20150728,7.31912583,18.92457001,3.85326384,1.79,2.0234,2.4239,1.5596,1.806,1.305,1.694,1.419,2.33,1.396,1.749,1.454,1.989,1.4385,1.581,2.184,1.5253,1.102,1.844,2.0989,1.4166,2.174,2.47,1.527,2.414,1.567,1.232
20150729,7.488103,19.77986939,4.00755898,1.865,2.0951,2.5222,1.6147,1.822,1.322,1.773,1.428,2.426,1.44,1.81,1.515,2.055,1.513,1.632,2.274,1.5921,1.1614,1.944,2.1611,1.4461,2.268,2.533,1.577,2.535,1.657,1.291
20150730,7.29981415,19.21081249,3.86149292,1.796,2.0408,2.4635,1.5725,1.809,1.311,1.725,1.422,2.326,1.383,1.748,1.47,1.984,1.4634,1.589,2.15,1.543,1.123,1.896,2.0976,1.4331,2.211,2.481,1.541,2.421,1.607,1.242
20150731,7.23222328,18.98627497,3.79360306,1.787,1.9808,2.4167,1.5466,1.807,1.309,1.685,1.415,2.274,1.376,1.737,1.445,1.953,1.4261,1.582,2.078,1.5262,1.0793,1.869,2.0939,1.4272,2.17,2.46,1.508,2.358,1.563,1.216
20150803,7.15014865,18.25609955,3.66605241,1.732,1.8983,2.3305,1.5207,1.799,1.303,1.622,1.408,2.168,1.331,1.716,1.408,1.888,1.3693,1.553,1.96,1.4684,1.0234,1.773,2.1014,1.4024,2.081,2.43,1.459,2.243,1.459,1.165
20150804,7.3384375,19.24509302,3.84503477,1.834,1.9992,2.4084,1.5433,1.811,1.32,1.692,1.417,2.296,1.392,1.787,1.488,1.968,1.4127,1.609,2.101,1.5395,1.0601,1.862,2.1711,1.4308,2.142,2.509,1.522,2.395,1.548,1.227
20150805,7.29981415,18.99998719,3.8038894,1.828,1.9915,2.3604,1.5423,1.806,1.32,1.667,1.417,2.286,1.358,1.766,1.477,1.962,1.3899,1.59,2.102,1.5142,1.0592,1.853,2.1325,1.4438,2.136,2.456,1.511,2.362,1.529,1.225
20150806,7.27084663,18.96742068,3.7648013,1.833,1.9762,2.3089,1.5401,1.805,1.321,1.649,1.417,2.271,1.346,1.757,1.479,1.971,1.3796,1.587,2.069,1.5062,1.0732,1.855,2.1126,1.4473,2.126,2.457,1.512,2.34,1.518,1.244
20150807,7.40120046,19.49191288,3.88412287,1.887,2.027,2.364,1.5758,1.824,1.332,1.706,1.423,2.364,1.392,1.807,1.517,2.026,1.4106,1.628,2.182,1.5433,1.1029,1.914,2.1537,1.4674,2.155,2.508,1.538,2.458,1.595,1.275
20150810,7.62811267,20.46890817,4.0651625,1.971,2.1105,2.4707,1.6482,1.842,1.352,1.79,1.432,2.486,1.458,1.89,1.582,2.106,1.4634,1.697,2.328,1.61,1.1623,2.013,2.2583,1.5004,2.236,2.602,1.588,2.595,1.697,1.327
20150811,7.65225226,20.52718508,4.05693342,1.968,2.1001,2.4898,1.6525,1.844,1.353,1.796,1.431,2.516,1.461,1.888,1.577,2.093,1.4851,1.7,2.377,1.6069,1.1553,2.032,2.2434,1.504,2.232,2.585,1.6,2.579,1.712,1.335
20150812,7.57017763,20.1449571,3.98287176,1.923,2.0516,2.4383,1.6482,1.833,1.343,1.764,1.428,2.445,1.429,1.861,1.541,2.056,1.4541,1.681,2.3,1.5614,1.1169,2.013,2.2172,1.4803,2.224,2.537,1.578,2.512,1.647,1.308
20150813,7.64259643,20.58717601,4.05693342,1.966,2.1078,2.4779,1.659,1.843,1.354,1.804,1.433,2.501,1.466,1.884,1.564,2.081,1.484,1.716,2.386,1.5848,1.1571,2.06,2.2483,1.4945,2.23,2.573,1.603,2.583,1.697,1.324
20150814,7.64259643,20.522043,4.08162064,1.957,2.1043,2.4874,1.6579,1.849,1.358,1.802,1.436,2.511,1.483,1.883,1.571,2.082,1.4965,1.713,2.392,1.5848,1.1536,2.075,2.2483,1.4945,2.272,2.591,1.613,2.565,1.707,1.321
20150817,7.70535938,20.63174071,4.10836513,1.972,2.1336,2.4898,1.6622,1.85,1.371,1.821,1.438,2.541,1.522,1.896,1.58,2.101,1.5151,1.732,2.391,1.6019,1.1562,2.091,2.2546,1.504,2.32,2.584,1.631,2.528,1.736,1.322
20150818,7.35774918,19.16110571,3.83886297,1.838,1.9747,2.358,1.6039,1.814,1.333,1.692,1.425,2.357,1.429,1.776,1.479,2.002,1.4086,1.631,2.215,1.4848,1.0688,1.931,2.1014,1.4567,2.105,2.44,1.545,2.34,1.585,1.239
20150819,7.43499589,19.49534094,3.91086736,1.878,1.9988,2.3808,1.6104,1.825,1.343,1.724,1.431,2.435,1.478,1.81,1.506,2.035,1.4323,1.66,2.294,1.5144,1.0906,1.951,2.14,1.4733,2.144,2.498,1.567,2.387,1.624,1.27
20150820,7.24670703,18.89714558,3.80183213,1.823,1.9491,2.3365,1.5779,1.811,1.329,1.673,1.425,2.387,1.421,1.756,1.463,2.001,1.391,1.612,2.214,1.469,1.0478,1.857,2.069,1.4556,2.037,2.429,1.529,2.347,1.552,1.235
20150821,7.01013898,17.99385345,3.6146207,1.72,1.8521,2.2682,1.5423,1.797,1.304,1.578,1.413,2.246,1.344,1.668,1.391,1.935,1.3269,1.533,2.068,1.423,0.9814,1.77,1.9693,1.4225,1.95,2.32,1.462,2.178,1.45,1.171
20150824,6.64804503,16.68947905,3.36363395,1.581,1.735,2.1699,1.4774,1.787,1.272,1.463,1.396,2.074,1.24,1.531,1.294,1.84,1.2421,1.439,1.885,1.3348,0.8984,1.623,1.7937,1.3954,1.831,2.128,1.364,2.008,1.336,1.098
20150825,6.33905819,15.62849645,3.17642252,1.474,1.6287,2.0824,1.4536,1.782,1.245,1.362,1.383,1.927,1.158,1.429,1.218,1.754,1.1697,1.358,1.723,1.2578,0.8346,1.49,1.6592,1.3717,1.738,2.0,1.291,1.853,1.222,1.036
20150826,6.28595107,15.35939424,3.10236085,1.441,1.5966,2.0681,1.4363,1.782,1.237,1.326,1.379,1.848,1.118,1.416,1.223,1.728,1.1552,1.33,1.637,1.2637,0.8241,1.437,1.6529,1.3611,1.734,2.001,1.272,1.745,1.133,1.029
20150827,6.45492825,15.88217242,3.21345335,1.501,1.6651,2.1184,1.4504,1.799,1.252,1.378,1.381,1.907,1.16,1.488,1.289,1.822,1.1955,1.372,1.724,1.3215,0.8442,1.511,1.7551,1.3859,1.807,2.122,1.319,1.803,1.191,1.066
20150828,6.63356127,16.6929071,3.37392029,1.595,1.7427,2.1735,1.4677,1.816,1.273,1.451,1.388,2.025,1.228,1.559,1.358,1.913,1.2421,1.427,1.848,1.3729,0.8888,1.63,1.8373,1.4331,1.879,2.209,1.383,1.909,1.276,1.117
20150831,6.53700288,16.25583027,3.27928594,1.562,1.7148,2.1495,1.4677,1.827,1.266,1.425,1.381,1.932,1.196,1.529,1.313,1.86,1.2224,1.397,1.764,1.3511,0.8591,1.583,1.8373,1.4225,1.859,2.212,1.353,1.806,1.218,1.084
20150901,6.40664906,15.43823948,3.12910534,1.49,1.6256,2.116,1.4504,1.82,1.254,1.372,1.373,1.824,1.138,1.478,1.249,1.775,1.1903,1.344,1.65,1.3289,0.8127,1.475,1.8198,1.3918,1.778,2.18,1.308,1.712,1.128,1.037
20150902,6.41147698,15.12285854,3.08590271,1.456,1.5888,2.11,1.4428,1.825,1.252,1.361,1.368,1.785,1.102,1.47,1.237,1.759,1.1862,1.33,1.598,1.3426,0.7813,1.446,1.8161,1.3883,1.751,2.16,1.29,1.638,1.097,1.029
20150907,6.3680257,15.15028297,3.0797309,1.446,1.5938,2.098,1.4428,1.816,1.25,1.355,1.37,1.819,1.099,1.448,1.251,1.77,1.1738,1.332,1.635,1.3025,0.7926,1.455,1.7738,1.3835,1.731,2.11,1.275,1.67,1.122,1.041
20150908,6.48389577,15.7656186,3.19288067,1.502,1.6509,2.1328,1.4461,1.826,1.262,1.398,1.376,1.886,1.15,1.501,1.303,1.842,1.2048,1.377,1.709,1.3243,0.8328,1.513,1.8323,1.4142,1.766,2.18,1.291,1.743,1.186,1.081
20150909,6.57562624,16.30725107,3.29162955,1.544,1.7006,2.1627,1.4493,1.836,1.27,1.429,1.381,1.951,1.188,1.543,1.34,1.898,1.2255,1.406,1.778,1.3413,0.866,1.554,1.8709,1.4367,1.791,2.228,1.311,1.827,1.248,1.114
20150910,6.5176912,16.04329094,3.25665599,1.52,1.6845,2.1472,1.4472,1.83,1.266,1.419,1.38,1.92,1.186,1.524,1.33,1.867,1.2152,1.393,1.748,1.3356,0.8617,1.544,1.8472,1.426,1.791,2.206,1.302,1.822,1.235,1.096
20150911,6.5418308,16.12042215,3.27105687,1.523,1.696,2.1507,1.4407,1.829,1.268,1.42,1.382,1.957,1.205,1.525,1.334,1.891,1.2172,1.396,1.772,1.3386,0.873,1.551,1.8435,1.4284,1.788,2.208,1.305,1.843,1.263,1.102
20150914,6.32940235,15.16228116,3.10441812,1.453,1.6138,2.0681,1.4331,1.811,1.253,1.361,1.372,1.847,1.142,1.463,1.263,1.813,1.1759,1.332,1.648,1.3228,0.8311,1.439,1.7899,1.4001,1.655,2.158,1.276,1.753,1.17,1.038
20150915,6.18939268,14.46638628,2.97686748,1.405,1.5637,2.0273,1.4266,1.797,1.241,1.333,1.365,1.787,1.094,1.41,1.224,1.735,1.1448,1.286,1.565,1.3064,0.8014,1.345,1.7252,1.3788,1.588,2.083,1.244,1.674,1.118,0.997
20150916,6.35836986,15.33882592,3.14762076,1.485,1.6444,2.0801,1.4353,1.823,1.257,1.389,1.374,1.912,1.161,1.488,1.299,1.802,1.1924,1.348,1.686,1.3355,0.8293,1.449,1.8136,1.419,1.699,2.17,1.285,1.772,1.199,1.054
20150917,6.32457443,15.151997,3.10441812,1.468,1.6338,2.0621,1.432,1.819,1.254,1.368,1.374,1.884,1.138,1.464,1.299,1.795,1.1738,1.33,1.668,1.3223,0.8206,1.42,1.7812,1.4119,1.673,2.135,1.271,1.772,1.181,1.035
20150918,6.35354194,15.28740512,3.13116261,1.481,1.6552,2.0681,1.4331,1.822,1.256,1.386,1.374,1.912,1.149,1.477,1.327,1.819,1.1862,1.348,1.704,1.3228,0.839,1.437,1.7899,1.4213,1.712,2.143,1.281,1.804,1.209,1.049
20150921,6.45975617,15.8616041,3.25048418,1.536,1.703,2.1076,1.4428,1.831,1.264,1.426,1.378,2.012,1.19,1.516,1.379,1.882,1.2214,1.393,1.79,1.3488,0.866,1.51,1.8261,1.4414,1.804,2.172,1.304,1.876,1.286,1.09
20150922,6.47906785,15.97472987,3.27722867,1.538,1.712,2.11,1.4428,1.831,1.266,1.427,1.38,2.032,1.201,1.526,1.377,1.902,1.2224,1.396,1.819,1.3536,0.8599,1.519,1.8448,1.4426,1.829,2.195,1.312,1.893,1.296,1.096
20150923,6.44527241,15.78618692,3.25048418,1.523,1.7057,2.1172,1.4407,1.83,1.262,1.415,1.38,2.033,1.182,1.507,1.368,1.896,1.2121,1.387,1.832,1.3436,0.8582,1.506,1.8036,1.426,1.817,2.156,1.3,1.869,1.293,1.1
20150924,6.46941201,16.03986289,3.28957228,1.545,1.7206,2.1412,1.4493,1.835,1.265,1.427,1.383,2.056,1.197,1.518,1.37,1.915,1.2245,1.403,1.856,1.3599,0.8783,1.549,1.8174,1.4355,1.845,2.168,1.307,1.888,1.326,1.11
20150925,6.38250946,15.57707565,3.20316701,1.511,1.671,2.092,1.4234,1.827,1.255,1.398,1.377,1.966,1.156,1.483,1.336,1.862,1.1996,1.367,1.765,1.3183,0.8468,1.497,1.7837,1.4107,1.759,2.154,1.281,1.821,1.27,1.075
20150928,6.41147698,15.84960591,3.27105687,1.53,1.7209,2.1448,1.4418,1.835,1.261,1.42,1.381,2.044,1.181,1.509,1.379,1.923,1.2224,1.402,1.843,1.3561,0.8695,1.527,1.7962,1.4284,1.865,2.164,1.301,1.886,1.326,1.118
20150929,6.38733738,15.71419779,3.2299115,1.513,1.7129,2.1472,1.4299,1.831,1.255,1.405,1.381,2.034,1.17,1.491,1.375,1.927,1.209,1.392,1.833,1.3527,0.8695,1.49,1.7638,1.4178,1.848,2.132,1.293,1.878,1.306,1.111
20150930,6.40664906,15.69877155,3.2299115,1.526,1.7202,2.14,1.4331,1.833,1.257,1.401,1.381,2.018,1.172,1.495,1.375,1.927,1.2121,1.395,1.816,1.3498,0.8643,1.525,1.7837,1.4213,1.814,2.145,1.296,1.871,1.303,1.109
20151008,6.48389577,16.31924926,3.35746214,1.595,1.7786,2.2131,1.472,1.845,1.276,1.448,1.385,2.112,1.221,1.551,1.423,1.997,1.2389,1.437,1.911,1.3889,0.8984,1.599,1.8385,1.4544,1.874,2.192,1.341,1.944,1.369,1.147
20151009,6.52251912,16.58149536,3.40477932,1.616,1.8115,2.2562,1.5012,1.85,1.284,1.471,1.388,2.14,1.248,1.577,1.442,2.015,1.2493,1.461,1.942,1.419,0.915,1.644,1.8659,1.4697,1.882,2.222,1.352,1.97,1.403,1.169
20151012,6.62390543,17.19340293,3.52615816,1.659,1.8562,2.3233,1.552,1.861,1.304,1.523,1.396,2.219,1.289,1.631,1.486,2.092,1.2876,1.512,2.026,1.4614,0.9377,1.712,1.9295,1.5028,1.948,2.291,1.405,2.067,1.464,1.206
20151013,6.65770087,17.33566716,3.55701718,1.672,1.8768,2.3389,1.579,1.868,1.312,1.531,1.397,2.27,1.306,1.639,1.486,2.124,1.3124,1.531,2.053,1.4812,0.9473,1.741,1.9282,1.5205,1.983,2.294,1.418,2.126,1.497,1.214
20151014,6.59976583,17.13855407,3.50147094,1.635,1.8586,2.3113,1.5531,1.867,1.3,1.519,1.39,2.239,1.291,1.615,1.463,2.104,1.2917,1.518,2.029,1.4645,0.9342,1.706,1.9095,1.5051,1.916,2.26,1.404,2.083,1.48,1.191
20151015,6.70598006,17.59105715,3.59816255,1.681,1.9083,2.3916,1.605,1.877,1.32,1.575,1.398,2.311,1.331,1.662,1.516,2.182,1.3382,1.556,2.091,1.5182,0.9718,1.782,1.9531,1.5311,1.993,2.318,1.439,2.166,1.538,1.233
20151016,6.75425925,17.72989332,3.64136519,1.698,1.9517,2.4143,1.6255,1.877,1.328,1.604,1.398,2.35,1.351,1.685,1.532,2.227,1.3599,1.573,2.135,1.5332,0.9823,1.822,1.9731,1.5394,2.0,2.36,1.46,2.192,1.581,1.243
20151019,6.73494758,17.75217567,3.64547973,1.693,1.9606,2.4335,1.6233,1.877,1.333,1.594,1.396,2.353,1.363,1.685,1.53,2.234,1.3662,1.567,2.15,1.5296,0.9823,1.814,1.9718,1.5394,1.996,2.37,1.465,2.202,1.6,1.239
20151020,6.81219429,18.06927063,3.72159866,1.718,1.9968,2.4695,1.6687,1.88,1.341,1.642,1.401,2.419,1.385,1.708,1.552,2.265,1.3992,1.591,2.207,1.5732,0.9989,1.868,1.9967,1.5571,2.022,2.393,1.495,2.287,1.64,1.275
20151021,6.59010999,16.95686723,3.51381455,1.621,1.8753,2.3472,1.5552,1.864,1.318,1.533,1.387,2.258,1.292,1.627,1.469,2.138,1.3186,1.519,2.098,1.47,0.9307,1.72,1.9332,1.5228,1.904,2.316,1.409,2.126,1.519,1.208
20151022,6.70598006,17.45564903,3.647537,1.678,1.9448,2.4359,1.6222,1.877,1.325,1.585,1.399,2.342,1.338,1.672,1.518,2.212,1.361,1.559,2.195,1.5098,0.9683,1.814,1.9643,1.5417,2.037,2.359,1.46,2.244,1.594,1.256
20151023,6.81219429,17.91843627,3.75451496,1.712,1.9803,2.5018,1.673,1.892,1.33,1.6,1.404,2.373,1.376,1.706,1.547,2.264,1.3837,1.593,2.236,1.5592,0.9945,1.868,1.9917,1.5535,2.155,2.405,1.498,2.322,1.661,1.29
20151026,6.84598972,18.02984801,3.7648013,1.725,1.9771,2.4862,1.6936,1.896,1.331,1.618,1.408,2.387,1.386,1.726,1.559,2.257,1.3837,1.598,2.212,1.5691,1.0006,1.901,2.0104,1.5559,2.129,2.42,1.492,2.321,1.689,1.294
20151027,6.86047348,18.03499009,3.78125945,1.726,1.9923,2.5054,1.7065,1.9,1.332,1.66,1.407,2.388,1.394,1.732,1.565,2.277,1.3951,1.609,2.233,1.5797,1.0024,1.956,2.0104,1.5559,2.193,2.422,1.5,2.375,1.694,1.295
20151028,6.79288261,17.77102997,3.70308325,1.698,1.948,2.4659,1.659,1.889,1.328,1.596,1.407,2.328,1.349,1.697,1.528,2.244,1.3506,1.575,2.155,1.5416,0.9823,1.894,1.9755,1.5441,2.103,2.384,1.457,2.288,1.645,1.261
20151029,6.81219429,17.90815211,3.7257132,1.718,1.9637,2.4982,1.6633,1.888,1.331,1.61,1.409,2.312,1.351,1.708,1.526,2.272,1.3568,1.582,2.164,1.5612,0.9875,1.919,1.9805,1.55,2.106,2.41,1.479,2.304,1.66,1.271
20151030,6.81702221,17.94414667,3.72982774,1.728,1.9866,2.5414,1.6806,1.888,1.331,1.621,1.406,2.308,1.351,1.712,1.538,2.31,1.363,1.581,2.189,1.5959,0.9823,1.924,1.983,1.5524,2.06,2.434,1.491,2.316,1.664,1.291
